"TABREF LOKASI
 (Tempat lahir (jenis: KB) dan lokasi kerja)",Update: 13/10/2021,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
8ae4829d4fc9e146014fcfca67a13623,13,A5EB03E2226AF6A0E040640A040252AD,ALUR CANTIK,DE,,1114005001,,,,,,
8ae4829d4fc9e146014fcff9403b55ce,02,A5EB03E22299F6A0E040640A040252AD,DAYU,DE,,8500003317,,,,,,
8ae4829d4fc9e146014fd032bdc37b6c,03,A5EB03E22D40F6A0E040640A040252AD,BENDASARI,DE,,6402006029,,,,,,
8ae4829d4fc9e146014fd033d96e7c00,03,A5EB03E22D40F6A0E040640A040252AD,SADANANYA,DE,,6402006033,,,,,,
8ae4829d4fc9e146014fd0378a937d2a,03,A5EB03E2322AF6A0E040640A040252AD,BUDIHARJA,DE,,6402006045,,,,,,
8ae4829d4fc9e146014fd03836997d7c,13,A5EB03E231D5F6A0E040640A040252AD,TIMANG RASA,DE,,1104013024,,,,,,
8ae4829d4fc9e146014fd041485b01e1,13,8ae4829d4fc9e146014fd03ec71b7fd4,BALE ATU,DE,,1104000005,,,,,,
8ae4829d4fc9e146014fd044957f046f,13,8ae4829d4fc9e146014fd03ec71b7fd4,TOWEREN UKEN,DE,,1104000021,,,,,,
8ae4829d4fc9e146014fd045898004c3,13,A5EB03E231CDF6A0E040640A040252AD,BLANG BEBANGKA,DE,,1104004003,,,,,,
8ae4829d4fc9e146014fd04625180524,13,A5EB03E231CDF6A0E040640A040252AD,JEJEM,DE,,1104004007,,,,,,
8ae482884fcff101014fd3caea224a45,02,A5EB03E2352BF6A0E040640A040252AD,PASIRHARJO,DE,,8500003535,,,,,,
8ae482884fcff101014fd3ddadbe7614,13,8ae482894cb13adb014cb1aec46d1d1d,LAWE TAWAKH,DE,,1102020013,,,,,,
8ae482884fcff101014fd3df653179ee,13,8ae482894cb13adb014cb1aec46d1d1d,PINTU ALAS,DE,,1102020020,,,,,,
8ae482884fcff101014fd3e082cd7bb4,13,8ae482894cb13adb014cb1aec46d1d1d,TANOH ALAS,DE,,1102020027,,,,,,
8ae482884fcff101014fd3e278787f89,01,A5EB03E22B47F6A0E040640A040252AD,COKRO,DE,,8500003587,,,,,,
8ae482884fcff101014fd3e4d20803be,13,8ae482884fcff101014fd3e173707dc0,LUMBAN SITIO,DE,,1102000014,,,,,,
8ae482884fcff101014fd3fcb2ff381f,03,A5EB03E23129F6A0E040640A040252AD,SUKAGALIH,DE,,6402006197,,,,,,
8ae482884fcff101014fd3fe3af33a1d,13,A5EB03E231A9F6A0E040640A040252AD,TEMBILAKH BAKHU,DE,,1102003035,,,,,,
8ae482884fcff101014fd401dba4404f,13,A5EB03E231B3F6A0E040640A040252AD,DARUL IMAMI,DE,,1102013004,,,,,,
ff8080814fb467da014fb644845776e2,14,A5EB03E23839F6A0E040640A040252AD,COREMURI,DE,,8500000898,,,,,,
ff8080814fb467da014fb64612487a9a,14,A5EB03E23839F6A0E040640A040252AD,RURUMO,DE,,8500000901,,,,,,
ff8080814fb467da014fb649373b7f7d,14,A5EB03E2383CF6A0E040640A040252AD,URE,DE,,8500000909,,,,,,
ff8080814fb467da014fb654a9c20c0b,13,A5EB03E231DAF6A0E040640A040252AD,UJONG NGA,DE,,1105003034,,,,,,
ff8080814fb467da014fb65628fc0db6,13,A5EB03E231DCF6A0E040640A040252AD,GEUDONG,DE,,1105005002,,,,,,
ff8080814fb467da014fb65a845a10cd,13,A5EB03E231DCF6A0E040640A040252AD,SAKUY,DE,,1105005014,,,,,,
ff8080814fb893d5014fba575a434b7f,01,A5EB03E2292FF6A0E040640A040252AD,AMBAL,DE,,8600000187,,,,,,
8ae482874fb8880a014fbb104701790e,02,A5EB03E221F4F6A0E040640A040252AD,TANAH GURAH BARAT,DE,,8500001376,,,,,,
8ae482874fb8880a014fbb1327227e44,02,A5EB03E221EDF6A0E040640A040252AD,DAKIRING,DE,,8500001384,,,,,,
8ae482874fb8880a014fbb140c4f7fe6,13,A5EB03E231E6F6A0E040640A040252AD,MIRUK TAMAN,DE,,1106006029,,,,,,
8ae482874fb8880a014fbb1480990140,13,A5EB03E231E6F6A0E040640A040252AD,SULEUE,DE,,1106006031,,,,,,
8ae482874fb8880a014fbb14d65801db,03,A5EB03E237EBF6A0E040640A040252AD,CIKARANG KOTA,DE,,6402005044,,,,,,
8ae482874fb8880a014fbb15f72b03d4,13,A5EB03E231E6F6A0E040640A040252AD,ANEUK GLEE,DE,,1106003001,,,,,,
8ae482874fb8880a014fbb165fd10490,13,A5EB03E23619F6A0E040640A040252AD,COT KAREUNG,DE,,1106003002,,,,,,
8ae482874fb8880a014fbb175d490798,02,A5EB03E221EDF6A0E040640A040252AD,SANGGAR AGUNG,DE,,8500001400,,,,,,
8ae482874fb8880a014fbb17e7c00899,03,A5EB03E237EBF6A0E040640A040252AD,WANGUNHARJA,DE,,6402005054,,,,,,
8ae482874fb8880a014fbb2279fe1cec,02,A5EB03E221EBF6A0E040640A040252AD,PACENTAN,DE,,8500001423,,,,,,
8ae482874fb8880a014fbb22d0041da5,13,A5EB03E23619F6A0E040640A040252AD,LIMO MESJID,DE,,1106003037,,,,,,
8ae4829d4fba2d91014fbb6e74e041dd,03,A5EB03E2240BF6A0E040640A040252AD,JATI MEKAR,DE,,6402005197,,,,,,
8ae4829d4fba2d91014fbb73287944d9,03,ff80808137361d9a01373ac2db1d4fd0,PEDURENAN,DE,,6402005207,,,,,,
8ae4829d4fba2d91014fbb749aec45f8,03,A5EB03E2240AF6A0E040640A040252AD,JATICEMPAKA,DE,,6402005210,,,,,,
8ae4829d4fba2d91014fbb77b4954859,03,A5EB03E2240EF6A0E040640A040252AD,PENGASINAN,DE,,6402005220,,,,,,
8ae482884fb8963d014fbb8b64a420af,02,A5EB03E2278DF6A0E040640A040252AD,GAMBIRAN,DE,,8500001613,,,,,,
8ae482884fb8963d014fbb944e072528,02,A5EB03E2278DF6A0E040640A040252AD,PURWODADI,DE,,8500001620,,,,,,
8ae482874fbbbccf014fce96f17333e5,03,A5EB03E22CDBF6A0E040640A040252AD,PASIR JAYA,DE,,6402005328,,,,,,
8ae482884fcff101014fd3dcf184734a,03,A5EB03E237D5F6A0E040640A040252AD,NEGLASARI,DE,,6402006088,,,,,,
ff8080814fd02be3014fd41f8b983a77,03,ff8080814b224047014b290987fe6375,KERTASARI,DE,,6402006256,,,,,,
ff8080814fd02be3014fd420ff893b16,03,A5EB03E2311FF6A0E040640A040252AD,KADUPANDAK,DE,,6402006261,,,,,,
ff8080814fd02be3014fd4228d6c3b9c,03,A5EB03E2311FF6A0E040640A040252AD,SUKARESMI,DE,,6402006267,,,,,,
ff8080814fd02be3014fd4256f893d4d,03,A5EB03E23124F6A0E040640A040252AD,SABANDAR,DE,,6402006278,,,,,,
ff8080814fd02be3014fd436a1424750,13,A5EB03E231A7F6A0E040640A040252AD,KUTA BATU BARU,DE,,1102001007,,,,,,
ff8080814fd02be3014fd4384e8c48b0,13,A5EB03E231A7F6A0E040640A040252AD,LAWE LUBANG INDAH,DE,,1102001013,,,,,,
ff8080814fd02be3014fd4394a8f492c,13,A5EB03E231A7F6A0E040640A040252AD,NGKERAN,DE,,1102001017,,,,,,
ff8080814fd02be3014fd43b2d1b4a59,13,A5EB03E231A7F6A0E040640A040252AD,PERAPAT BATU NUNGGUL,DE,,1102001027,,,,,,
ff8080814fd02be3014fd43c5dab4b09,13,A5EB03E231A7F6A0E040640A040252AD,RIH MBELANG,DE,,1102001033,,,,,,
ff8080814fd02be3014fd447a6344f5b,13,A5EB03E231A8F6A0E040640A040252AD,KARYA INDAH,DE,,1102002012,,,,,,
ff8080814fd02be3014fd447dff94f67,13,A5EB03E231A8F6A0E040640A040252AD,KAYU MBELIN,DE,,1102002013,,,,,,
ff8080814fd02be3014fd44893cd4fd4,13,A5EB03E231A8F6A0E040640A040252AD,KUTE SERKE,DE,,1102002017,,,,,,
ff8080814fd02be3014fd44ae8255120,13,A5EB03E231A8F6A0E040640A040252AD,LAWE RAKAT,DE,,1102002027,,,,,,
ff8080814fd02be3014fd44bb60a5169,13,A5EB03E231A8F6A0E040640A040252AD,LAWE SIGALA BARAT JAYA,DE,,1102002030,,,,,,
ff8080814fd02be3014fd44d2b7851f1,13,A5EB03E231A8F6A0E040640A040252AD,LAWE TUA PERSATUAN,DE,,1102002038,,,,,,
ff8080814fd02be3014fd44d61a15216,13,A5EB03E231A8F6A0E040640A040252AD,MULIE DAMAI,DE,,1102002039,,,,,,
ff8080814fd02be3014fd45a7312593f,13,8ae482894cb13adb014cb1c5e8a12af5,KANE MENDE,DE,,1102019012,,,,,,
ff8080814fcad5e0014fd48083b5502e,13,A5EB03E231BBF6A0E040640A040252AD,KEMUNING II,DE,,1103007039,,,,,,
ff8080814fcad5e0014fd4813d9d50cf,03,A5EB03E22403F6A0E040640A040252AD,PULASAREN,DE,,6402006440,,,,,,
ff8080814fcad5e0014fd482ec225249,03,A5EB03E22405F6A0E040640A040252AD,KEBONBARU,DE,,6402006446,,,,,,
ff8080814fcad5e0014fd48331fb525a,03,A5EB03E22405F6A0E040640A040252AD,KEJAKSAN,DE,,6402006447,,,,,,
ff8080814fcad5e0014fd4841c5f5306,03,A5EB03E22404F6A0E040640A040252AD,DRAJAT,DE,,6402006450,,,,,,
ff8080813cc38426013ccbfaa6e22399,10,A5EB03E22506F6A0E040640A040252AD,QELOLOK,DE,,5305003001,,,,,,
ff8080813cc38426013ccbfdda3423e2,10,A5EB03E224A8F6A0E040640A040252AD,AIRNONA,DE,,5371002001,,,,,,
8ae482884fb46f43014fb581f13a07af,03,A5EB03E223F6F6A0E040640A040252AD,SAMOJA,DE,,6402004366,,,,,,
8ae482884fb46f43014fb5821f2a07b9,13,A5EB03E23614F6A0E040640A040252AD,UJUNG KALAK,DE,,1105002028,,,,,,
8ae482884fb46f43014fb58312a40827,03,A5EB03E223F6F6A0E040640A040252AD,GUMURUH,DE,,6402004370,,,,,,
8ae482884fb46f43014fb5a194e01a15,07,A5EB03E2222BF6A0E040640A040252AD,CUPAT,DE,,8500000617,,,,,,
8ae482874fb8880a014fba11a5335989,02,A5EB03E221F0F6A0E040640A040252AD,TAMBEGAN,DE,,8500001019,,,,,,
8ae482874fb8880a014fba6e39e9642d,03,A5EB03E226F0F6A0E040640A040252AD,PADAASIH,DE,,6402004868,,,,,,
8ae482874fb8880a014fbb1ea3ad1626,13,A5EB03E23619F6A0E040640A040252AD,LAMLEUBOK,DE,,1106003023,,,,,,
8ae482874fb8880a014fbb203a7c18db,13,A5EB03E23619F6A0E040640A040252AD,LAMPANAH RAJO,DE,,1106003028,,,,,,
8ae482884fb8963d014fbb8c836b2140,13,A5EB03E231E4F6A0E040640A040252AD,LAMPAYA,DE,,1106002009,,,,,,
8ae482884fbbbc3e014fceb6595d526a,13,A5EB03E22F4FF6A0E040640A040252AD,ULEE PAYA,DE,,1106013019,,,,,,
8ae482884fbbbc3e014fceb8ef4d53f3,13,A5EB03E23946F6A0E040640A040252AD,BAK SEUTUI,DE,,1106004007,,,,,,
8ae482884fbbbc3e014fcebd69d6570f,03,A5EB03E22CD4F6A0E040640A040252AD,CIBEUTEUNG MUARA,DE,,6402005388,,,,,,
8ae482884fbbbc3e014fcebe9ba25803,13,A5EB03E23946F6A0E040640A040252AD,LAMPISANG DAYAH,DE,,1106004031,,,,,,
8ae482884fbbbc3e014fcebea1fa5808,03,A5EB03E22CD4F6A0E040640A040252AD,KURIPAN,DE,,6402005393,,,,,,
8ae482884fbbbc3e014fcebeb0de580e,02,A5EB03E22799F6A0E040640A040252AD,PESUCEN,DE,,8500001966,,,,,,
8ae482884fbbbc3e014fcebee0255829,03,A5EB03E22CD4F6A0E040640A040252AD,PARIGI MEKAR,DE,,6402005394,,,,,,
8ae482884fbbbc3e014fcebf0f985854,13,A5EB03E23946F6A0E040640A040252AD,LAMPISANG TUNONG,DE,,1106004033,,,,,,
ff8080814fcad5e0014fcf06694b795a,13,A5EB03E2226FF6A0E040640A040252AD,PULO TINGGI,DE,,1116001031,,,,,,
ff8080814fcad5e0014fcf0c479e7ca6,13,A5EB03E2284FF6A0E040640A040252AD,UJUNG GUNUNG RAYEK,DE,,1101002013,,,,,,
ff8080814fcad5e0014fcf0ce25e7d10,13,A5EB03E2284FF6A0E040640A040252AD,UJUNG PADANG,DE,,1101002016,,,,,,
ff8080814fcad5e0014fcf0d1b117d30,13,A5EB03E2284FF6A0E040640A040252AD,UJUNG TANOH,DE,,1101002017,,,,,,
8ae482884fbbbc3e014fcf0d60ee1954,03,A5EB03E22CD2F6A0E040640A040252AD,SUKADAMAI,DE,,6402005596,,,,,,
8ae482884fbbbc3e014fcf0e440419af,03,A5EB03E22CD2F6A0E040640A040252AD,SUKAMAKMUR,DE,,6402005598,,,,,,
8ae482884fbbbc3e014fcf0f5ee21a5a,03,A5EB03E22CD2F6A0E040640A040252AD,WARGAJAYA,DE,,6402005602,,,,,,
8ae482884fbbbc3e014fcf108d821ba4,01,A5EB03E22442F6A0E040640A040252AD,KEDUNGPRING,DE,,8500002178,,,,,,
ff8080814fcad5e0014fcf173869029c,13,A5EB03E22850F6A0E040640A040252AD,UJUNG,DE,,1101003021,,,,,,
ff8080814fcad5e0014fcf18df490370,13,A5EB03E2285FF6A0E040640A040252AD,KOTO INDARUNG,DE,,1101019005,,,,,,
ff8080814fcad5e0014fcf1bb4d50546,13,A5EB03E22857F6A0E040640A040252AD,LAWE SAWAH,DE,,1101010004,,,,,,
ff8080814fcad5e0014fcf1d5f700619,13,A5EB03E22851F6A0E040640A040252AD,JAMBO MANYANG,DE,,1101004004,,,,,,
ff8080814fcad5e0014fcf1dbefe0664,13,A5EB03E22851F6A0E040640A040252AD,KAMPUNG RUAK,DE,,1101004006,,,,,,
ff8080814fcad5e0014fcf1ebd6706ff,13,A5EB03E22851F6A0E040640A040252AD,KRUENG KLUET,DE,,1101004011,,,,,,
ff8080814fcad5e0014fcf1fe74307c8,13,A5EB03E22851F6A0E040640A040252AD,PULO KAMBING,DE,,1101004017,,,,,,
ff8080814fcad5e0014fcf2136430907,13,A5EB03E22856F6A0E040640A040252AD,APHA,DE,,1101009001,,,,,,
ff8080814fcad5e0014fcf24a8f30ad0,13,A5EB03E22856F6A0E040640A040252AD,UJUNG BATU,DE,,1101009016,,,,,,
ff8080814fcad5e0014fcf28edfc0bb4,13,A5EB03E2285DF6A0E040640A040252AD,TENGAH LBOH,DE,,1101017012,,,,,,
ff8080814fcad5e0014fcf2ab00e0be5,13,A5EB03E2285CF6A0E040640A040252AD,BEUTONG,DE,,1101016002,,,,,,
8ae482884fbbbc3e014fcf3772da3fcc,02,A5EB03E22797F6A0E040640A040252AD,WONGSOREJO,DE,,8500003008,,,,,,
8ae482874fb8880a014fba4fe8aa3fa9,03,A5EB03E226E7F6A0E040640A040252AD,CIKANDE,DE,,6402004783,,,,,,
8ae482874fb8880a014fba5046d9406e,02,A5EB03E221F1F6A0E040640A040252AD,DABUNG,DE,,8500001153,,,,,,
8ae482874fb8880a014fba50706040d6,03,A5EB03E226E7F6A0E040640A040252AD,GALANGGANG,DE,,6402004785,,,,,,
8ae482874fb8880a014fba50b7d741e1,03,A5EB03E226E7F6A0E040640A040252AD,GIRIASIH,DE,,6402004786,,,,,,
8ae482874fb8880a014fba560e4649ca,02,A5EB03E221E4F6A0E040640A040252AD,GILI BARAT,DE,,8500001174,,,,,,
8ae482874fb8880a014fba5f246154ab,02,A5EB03E221F5F6A0E040640A040252AD,KLAMPIS BARAT,DE,,8500001198,,,,,,
8ae482874fb8880a014fba692d535e4b,02,A5EB03E221F5F6A0E040640A040252AD,TOLBUK,DE,,8500001214,,,,,,
ff8080814fb893d5014fba78460864b6,13,A5EB03E2307CF6A0E040640A040252AD,PALAK HULU,DE,,1112003021,,,,,,
ff8080814fb893d5014fba7915206518,13,A5EB03E2307CF6A0E040640A040252AD,PAWOH,DE,,1112003025,,,,,,
ff8080814fb893d5014fba7939ab6520,03,A5EB03E226F1F6A0E040640A040252AD,MARGAJAYA,DE,,6402004903,,,,,,
ff8080814fb893d5014fba8d112b6f85,13,A5EB03E22858F6A0E040640A040252AD,DRIEN KIPAH,DE,,1112007009,,,,,,
8ae482874fb8880a014fbb20d5e419af,03,A5EB03E223D3F6A0E040640A040252AD,PANTAI BAHAGIA,DE,,6402005077,,,,,,
8ae482884fbbbc3e014fceb536955159,13,A5EB03E22F4FF6A0E040640A040252AD,PALOH,DE,,1106013014,,,,,,
8ae482874fb8880a014fbb383ee83f2b,02,A5EB03E221F3F6A0E040640A040252AD,TAGUNGGUH,DE,,8500001460,,,,,,
8ae482874fb8880a014fbb4044ab4f7d,03,A5EB03E223D0F6A0E040640A040252AD,SUKARAJA,DE,,6402005138,,,,,,
8ae482884fbbbc3e014fceba17b954c3,13,A5EB03E23946F6A0E040640A040252AD,BUGA,DE,,1106004012,,,,,,
8ae482884fbbbc3e014fcebc05d355fb,03,A5EB03E22CBDF6A0E040640A040252AD,TUGU SELATAN,DE,,6402005384,,,,,,
8ae482884fbbbc3e014fcec02b955929,03,A5EB03E22CC1F6A0E040640A040252AD,HAMBALANG,DE,,6402005398,,,,,,
ff8080814fcad5e0014fcec670214c0e,03,A5EB03E22CB9F6A0E040640A040252AD,SUKADAMAI,DE,,6402005418,,,,,,
ff8080814fcad5e0014fcec995234dba,03,A5EB03E22CC3F6A0E040640A040252AD,BOJONG KULUR,DE,,6402005429,,,,,,
8ae482884fbbbc3e014fcef7dae904a9,02,A5EB03E22793F6A0E040640A040252AD,SUMBER ARUM,DE,,8500002139,,,,,,
8ae482884fbbbc3e014fcf6640736438,13,A5EB03E2306FF6A0E040640A040252AD,SIDOREJO,DE,,1110006019,,,,,,
8ae482884fbbbc3e014fcf687f676531,13,ff8080814aed4dab014b0615aa21119d,DANAU BUNGARA,DE,,1110013002,,,,,,
8ae482884fcff101014fd3c1a7613a65,02,A5EB03E22FE8F6A0E040640A040252AD,KAULON,DE,,8500003504,,,,,,
8ae482884fcff101014fd3c256313c47,13,A5EB03E231CDF6A0E040640A040252AD,TERANG ULEN,DE,,1104004027,,,,,,
8ae482884fcff101014fd3c4a4ae3ed7,13,ff8080814aed4dab014b05ecfcc30218,ARUL PERTIK,DE,,1103030001,,,,,,
8ae482884fcff101014fd3c97d8a4740,13,ff8080814aed4dab014b05ecfcc30218,TIRMI ARA,DE,,1103030022,,,,,,
8ae482884fcff101014fd3ca65a94967,02,A5EB03E2352BF6A0E040640A040252AD,KENDALREJO,DE,,8500003533,,,,,,
8ae482884fcff101014fd3e4fe2e0424,13,8ae482884fcff101014fd3e173707dc0,LUMBAN TUA,DE,,1102000015,,,,,,
8ae482884fcff101014fd3e5b99e05a0,13,8ae482884fcff101014fd3e173707dc0,PENGUHAPAN,DE,,1102000020,,,,,,
8ae482884fcff101014fd3e5ee0105d6,13,8ae482884fcff101014fd3e173707dc0,PERDAMEAN,DE,,1102000021,,,,,,
8ae482884fcff101014fd3e62ecb0663,13,8ae482884fcff101014fd3e173707dc0,PINGGAN MBELANG,DE,,1102000022,,,,,,
8ae482884fcff101014fd3e6e9c9085d,02,A5EB03E22FEFF6A0E040640A040252AD,TEGALASRI,DE,,8500003607,,,,,,
8ae482884fcff101014fd3e6eac2085f,13,8ae482884fcff101014fd3e173707dc0,SIGAI INDAH,DE,,1102000026,,,,,,
8ae482884fcff101014fd3e751cf0931,13,8ae482884fcff101014fd3e173707dc0,TANOH SUBUKH,DE,,1102000028,,,,,,
8ae482884fcff101014fd3e7864e0986,03,A5EB03E23122F6A0E040640A040252AD,CIPETIR,DE,,6402006125,,,,,,
8ae482884fcff101014fd3e7930a099a,13,8ae482884fcff101014fd3e173707dc0,TITAI HAKHAPEN,DE,,1102000029,,,,,,
8ae482884fcff101014fd3ec0a0d11fb,03,A5EB03E23054F6A0E040640A040252AD,MEKARMUKTI,DE,,6402006143,,,,,,
8ae482884fcff101014fd3ec41701271,03,A5EB03E23054F6A0E040640A040252AD,PADASUKA,DE,,6402006144,,,,,,
8ae482884fcff101014fd3ecd6e11346,02,A5EB03E22297F6A0E040640A040252AD,KUNIR,DE,,8500003625,,,,,,
8ae482884fcff101014fd3ee68d81728,03,A5EB03E23053F6A0E040640A040252AD,CIDAMAR,DE,,6402006152,,,,,,
8ae482884fcff101014fd3ef3f8b196a,13,A5EB03E231AAF6A0E040640A040252AD,PEKHAPAT SEPAKAT,DE,,1102004021,,,,,,
8ae482884fcff101014fd3f0717c1bb6,03,A5EB03E23053F6A0E040640A040252AD,MEKARJAYA,DE,,6402006160,,,,,,
8ae482884fcff101014fd3f135b11ca3,02,A5EB03E22FE9F6A0E040640A040252AD,GUNUNG GEDE,DE,,8500003639,,,,,,
8ae482884fcff101014fd3f35e951fad,13,A5EB03E231ABF6A0E040640A040252AD,KUMBANG INDAH,DE,,1102005006,,,,,,
8ae482884fcff101014fd3f812b82b08,03,A5EB03E23129F6A0E040640A040252AD,KAMURANG,DE,,6402006187,,,,,,
8ae482884fcff101014fd3f922232dde,13,A5EB03E231A9F6A0E040640A040252AD,KUNING I,DE,,1102003010,,,,,,
8ae482884fcff101014fd3f996cf2e6e,13,A5EB03E231A9F6A0E040640A040252AD,KUTE ANTARA,DE,,1102003013,,,,,,
8ae482884fcff101014fd3fa7bc1305b,02,A5EB03E22EFEF6A0E040640A040252AD,BULAKLO,DE,,8500003663,,,,,,
8ae482884fcff101014fd3fabe95322d,01,ff8080813773fcf60137780e361032ca,LAWANGAJI,DE,,8500003664,,,,,,
8ae482884fcff101014fd3fb2d153435,01,ff8080813773fcf60137780e361032ca,TEGALSARI,DE,,8500003666,,,,,,
8ae482884fcff101014fd3ff18703b29,13,A5EB03E231A9F6A0E040640A040252AD,TERUTUNG PAYUNG GABUNGAN,DE,,1102003040,,,,,,
8ae482884fcff101014fd3ff69573b85,13,A5EB03E231A9F6A0E040640A040252AD,TERUTUNG PAYUNG HILIR,DE,,1102003041,,,,,,
8ae482884fcff101014fd3ffc15b3c74,13,A5EB03E231A9F6A0E040640A040252AD,TERUTUNG PAYUNG HULU,DE,,1102003043,,,,,,
8ae482884fcff101014fd4003d5f3d47,13,A5EB03E231A9F6A0E040640A040252AD,TUALANG SEMBILAR,DE,,1102003045,,,,,,
ff8080814fcad5e0014fcedfd3f45ec4,02,A5EB03E22791F6A0E040640A040252AD,WATU KEBO,DE,,8500002066,,,,,,
ff8080814fcad5e0014fcee505fe6385,13,A5EB03E2394EF6A0E040640A040252AD,MUKHAN,DE,,1116005043,,,,,,
ff8080814fcad5e0014fcee74edf64c3,02,A5EB03E23244F6A0E040640A040252AD,SENEPOREJO,DE,,8500002093,,,,,,
ff8080814fcad5e0014fcee8d9ac6586,01,A5EB03E2244FF6A0E040640A040252AD,KUTALIMAN,DE,,8500002099,,,,,,
ff8080814fcad5e0014fceeb4ede6791,13,A5EB03E22272F6A0E040640A040252AD,KEUDE PANGA,DE,,1116006013,,,,,,
ff8080814fcad5e0014fceeb561d6793,03,A5EB03E22CCFF6A0E040640A040252AD,CIBITUNG WETAN,DE,,6402005532,,,,,,
ff8080814fcad5e0014fceeb88d267c1,01,A5EB03E22452F6A0E040640A040252AD,BANTARWUNI,DE,,8600000338,,,,,,
8ae4829d4fc9e146014fcfca90473668,13,A5EB03E2226AF6A0E040640A040252AD,BANDAR BARU,DE,,1114005002,,,,,,
8ae482884fcff101014fd3bd5c43331e,13,A5EB03E231CDF6A0E040640A040252AD,KAYU KUL,DE,,1104004012,,,,,,
8ae482884fcff101014fd3d4da1b5d7a,01,A5EB03E22B49F6A0E040640A040252AD,PASUSUKAN,DE,,8600001101,,,,,,
8ae482884fcff101014fd3d7edbb64c6,01,A5EB03E22B49F6A0E040640A040252AD,SOKA,DE,,8500003561,,,,,,
8ae482884fcff101014fd3e661410709,01,A5EB03E22B47F6A0E040640A040252AD,KEMBANGLANGIT,DE,,8500003603,,,,,,
8ae482884fcff101014fd3f3f64d20aa,01,A5EB03E22B4BF6A0E040640A040252AD,YOSOREJO,DE,,8500003647,,,,,,
8ae482884fcff101014fd3f45c4b21d5,13,A5EB03E231ABF6A0E040640A040252AD,LAWE BEKUNG TAMPAHAN,DE,,1102005012,,,,,,
8ae482884fcff101014fd3f6e9d52878,01,ff8080813773fcf60137780e361032ca,DEPOK,DE,,8500003656,,,,,,
8ae482884fcff101014fd3fc05463629,02,A5EB03E22EFEF6A0E040640A040252AD,KEDUNGBONDO,DE,,8500003669,,,,,,
8ae482884fcff101014fd403317e42b1,01,A5EB03E22B4CF6A0E040640A040252AD,KEPUH,DE,,8500003684,,,,,,
8ae482884fcff101014fd40502a5454e,13,A5EB03E231B3F6A0E040640A040252AD,MAHA SINGKIL,DE,,1102013016,,,,,,
8ae482884fcff101014fd40849314bb9,01,A5EB03E22B4CF6A0E040640A040252AD,SEMPU,DE,,8500003702,,,,,,
8ae482884fcff101014fd40a57d15020,03,A5EB03E23127F6A0E040640A040252AD,PADALUYU,DE,,6402006235,,,,,,
8ae482884fcff101014fd40ecfa05790,13,A5EB03E231B0F6A0E040640A040252AD,TANJUNG LAMA,DE,,1102010032,,,,,,
8ae482884fcff101014fd40f91875934,13,A5EB03E231B0F6A0E040640A040252AD,TANJUNG MUDA,DE,,1102010035,,,,,,
ff8080814fcad5e0014fd41cae596720,13,8ae482894cb13adb014cb1c78a382bc4,PESULUK PESIMBE,DE,,1102022009,,,,,,
ff8080814fcad5e0014fd42199906b10,13,ff8080813b3cb74c013b46175ff76569,BINTANG BENER,DE,,1102015003,,,,,,
ff8080814fcad5e0014fd422ea7b6bcc,13,ff8080813b3cb74c013b46175ff76569,JATI RASA,DE,,1102015008,,,,,,
ff8080814fd02be3014fd42aaae240ee,01,A5EB03E22B48F6A0E040640A040252AD,NGROTO,DE,,8500003737,,,,,,
ff8080814fd02be3014fd42bb5a7417c,03,A5EB03E23128F6A0E040640A040252AD,KUTAWARINGIN,DE,,6402006304,,,,,,
ff8080814fd02be3014fd437b530483d,03,A5EB03E237D3F6A0E040640A040252AD,NARINGGUL,DE,,6402006315,,,,,,
ff8080814fd02be3014fd43a100d49a9,13,A5EB03E231A7F6A0E040640A040252AD,PASIR BANGUN,DE,,1102001020,,,,,,
ff8080814fd02be3014fd43a1c4249b0,03,A5EB03E237D6F6A0E040640A040252AD,GADOG,DE,,6402006324,,,,,,
ff8080814fd02be3014fd43add794a0a,03,A5EB03E237D6F6A0E040640A040252AD,CIPUTRI,DE,,6402006327,,,,,,
ff8080814fd02be3014fd43e62a54bde,13,A5EB03E231B4F6A0E040640A040252AD,KUTE BULUH BOTONG,DE,,1102014006,,,,,,
8ae4829c4fac119d014fac17479d004b,04,A5EB03E2346FF6A0E040640A040252AD,UNAAHA,DE,,7403016003,,,,,,
8ae4829c4fac119d014fac1c995800ea,12,A5EB03E22A58F6A0E040640A040252AD,PARIT MINDIT,DE,,6402004301,,,,,,
8ae4829c4fac119d014fac1d778300fc,04,A5EB03E232E3F6A0E040640A040252AD,UEKULI,DE,,6402004302,,,,,,
8ae4829c4fac119d014fac2429dc0256,06,A5EB03E2329AF6A0E040640A040252AD,PAGARAN BATU,DE,,8500000506,,,,,,
8ae4829c4fac119d014fac2dcda809cd,08,A5EB03E225C9F6A0E040640A040252AD,TUMBANG PAJANGEI,DE,,8500000514,,,,,,
8ae482874fb8880a014fba729c3e6921,03,A5EB03E226EFF6A0E040640A040252AD,CIBODAS,DE,,6402004882,,,,,,
8ae482884fbbbc3e014fcfc190e00fc6,03,A5EB03E22D41F6A0E040640A040252AD,JATINAGARA,DE,,6402005852,,,,,,
